ID Caso	Código DANE de Municipio	Municipio	Departamento	Año	Mes	Día	ID Persona	Sexo	Etnia	Ocupación	Calidad de la Víctima o la Baja	Tipo de Población Vulnerable	Militante Político	Fuerza o Grupo Armado Organizado al que Pertenece el Combatiente	Descripción Fuerza o Grupo Armado Organizado al que Pertenece el Combatiente	Edad	Latitud	Longitud
743745	68132	CALIFORNIA	SANTANDER	1947	06	11	786953	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL						7.347829	-72.946295
743745	68132	CALIFORNIA	SANTANDER	1947	06	11	786954	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL						7.347829	-72.946295
743745	68132	CALIFORNIA	SANTANDER	1947	06	11	786955	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL						7.347829	-72.946295
743745	68132	CALIFORNIA	SANTANDER	1947	06	11	786956	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL						7.347829	-72.946295
743745	68132	CALIFORNIA	SANTANDER	1947	06	11	786957	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL						7.347829	-72.946295
743745	68132	CALIFORNIA	SANTANDER	1947	06	11	786958	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL						7.347829	-72.946295
743745	68132	CALIFORNIA	SANTANDER	1947	06	11	786959	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL						7.347829	-72.946295
743745	68132	CALIFORNIA	SANTANDER	1947	06	11	786960	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL						7.347829	-72.946295
743929	15469	MONIQUIRA	BOYACA	1947	08	24	787295	HOMBRE		EMPLEADO	CIVIL	MILITANTE POLÍTICO	LIBERAL				5.876331	-73.573374
743929	15469	MONIQUIRA	BOYACA	1947	08	24	787296	HOMBRE		SIN INFORMACIÓN	CIVIL	MILITANTE POLÍTICO	LIBERAL				5.876331	-73.573374
743929	15469	MONIQUIRA	BOYACA	1947	08	24	787297	HOMBRE		SIN INFORMACIÓN	CIVIL	MILITANTE POLÍTICO	LIBERAL				5.876331	-73.573374
743929	15469	MONIQUIRA	BOYACA	1947	08	24	787298	HOMBRE		SIN INFORMACIÓN	CIVIL	MILITANTE POLÍTICO	LIBERAL				5.876331	-73.573374
743929	15469	MONIQUIRA	BOYACA	1947	08	24	787302	HOMBRE		SIN INFORMACIÓN	CIVIL	MILITANTE POLÍTICO	LIBERAL				5.876331	-73.573374
744054	68000	SIN INFORMACION	SANTANDER	1947	12	27	787418	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	FUERZA PÚBLICA	COMBATIENTE			AGENTE DEL ESTADO	POLICÍA NACIONAL		6.693633184	-73.48600894
744054	68000	SIN INFORMACION	SANTANDER	1947	12	27	787419	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	FUERZA PÚBLICA	COMBATIENTE			AGENTE DEL ESTADO	POLICÍA NACIONAL		6.693633184	-73.48600894
744054	68000	SIN INFORMACION	SANTANDER	1947	12	27	787420	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	FUERZA PÚBLICA	COMBATIENTE			AGENTE DEL ESTADO	POLICÍA NACIONAL		6.693633184	-73.48600894
744054	68000	SIN INFORMACION	SANTANDER	1947	12	27	787421	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	FUERZA PÚBLICA	COMBATIENTE			AGENTE DEL ESTADO	POLICÍA NACIONAL		6.693633184	-73.48600894
805058	15600	RAQUIRA	BOYACA	1947	03	31	849081	HOMBRE		SIN INFORMACIÓN	CIVIL						5.539136	-73.632543
805058	15600	RAQUIRA	BOYACA	1947	03	31	849082	HOMBRE		SIN INFORMACIÓN	CIVIL						5.539136	-73.632543
805058	15600	RAQUIRA	BOYACA	1947	03	31	849083	HOMBRE		SIN INFORMACIÓN	CIVIL						5.539136	-73.632543
805058	15600	RAQUIRA	BOYACA	1947	03	31	849084	HOMBRE		SIN INFORMACIÓN	CIVIL						5.539136	-73.632543
805066	15740	SIACHOQUE	BOYACA	1947	03	19	849096	HOMBRE		SIN INFORMACIÓN	CIVIL						5.511811	-73.24466
805066	15740	SIACHOQUE	BOYACA	1947	03	19	849097	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						5.511811	-73.24466
805066	15740	SIACHOQUE	BOYACA	1947	03	19	849098	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						5.511811	-73.24466
805066	15740	SIACHOQUE	BOYACA	1947	03	19	849099	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						5.511811	-73.24466
805088	15183	CHITA	BOYACA	1947	12	27	849138	HOMBRE		SIN INFORMACIÓN	CIVIL						6.187083	-72.471892
805088	15183	CHITA	BOYACA	1947	12	27	849140	HOMBRE		SIN INFORMACIÓN	CIVIL						6.187083	-72.471892
805088	15183	CHITA	BOYACA	1947	12	27	849142	HOMBRE		SIN INFORMACIÓN	CIVIL						6.187083	-72.471892
805088	15183	CHITA	BOYACA	1947	12	27	849144	HOMBRE		SIN INFORMACIÓN	CIVIL						6.187083	-72.471892
805088	15183	CHITA	BOYACA	1947	12	27	849146	HOMBRE		SIN INFORMACIÓN	CIVIL						6.187083	-72.471892
805088	15183	CHITA	BOYACA	1947	12	27	849147	HOMBRE		SIN INFORMACIÓN	CIVIL						6.187083	-72.471892
805088	15183	CHITA	BOYACA	1947	12	27	849148	HOMBRE		SIN INFORMACIÓN	CIVIL						6.187083	-72.471892
805088	15183	CHITA	BOYACA	1947	12	27	849149	HOMBRE		SIN INFORMACIÓN	CIVIL						6.187083	-72.471892
805088	15183	CHITA	BOYACA	1947	12	27	849150	HOMBRE		SIN INFORMACIÓN	CIVIL						6.187083	-72.471892
805088	15183	CHITA	BOYACA	1947	12	27	849151	MUJER		SIN INFORMACIÓN	CIVIL						6.187083	-72.471892
825714	25486	NEMOCON	CUNDINAMARCA	1947	03	16	870423	HOMBRE		SIN INFORMACIÓN	CIVIL	MILITANTE POLÍTICO	LIBERAL				5.067365	-73.87963
825714	25486	NEMOCON	CUNDINAMARCA	1947	03	16	870424	HOMBRE		SIN INFORMACIÓN	CIVIL	MILITANTE POLÍTICO	LIBERAL				5.067365	-73.87963
825714	25486	NEMOCON	CUNDINAMARCA	1947	03	16	870425	SIN INFORMACION		SIN INFORMACIÓN	SIN INFORMACIÓN	MILITANTE POLÍTICO	LIBERAL				5.067365	-73.87963
825714	25486	NEMOCON	CUNDINAMARCA	1947	03	16	870426	HOMBRE		SIN INFORMACIÓN	CIVIL	MILITANTE POLÍTICO	LIBERAL				5.067365	-73.87963
825714	25486	NEMOCON	CUNDINAMARCA	1947	03	16	870427	SIN INFORMACION		SIN INFORMACIÓN	SIN INFORMACIÓN	MILITANTE POLÍTICO	LIBERAL				5.067365	-73.87963
825714	25486	NEMOCON	CUNDINAMARCA	1947	03	16	870428	SIN INFORMACION		SIN INFORMACIÓN	SIN INFORMACIÓN	MILITANTE POLÍTICO	LIBERAL				5.067365	-73.87963
825714	25486	NEMOCON	CUNDINAMARCA	1947	03	16	870429	SIN INFORMACION		SIN INFORMACIÓN	SIN INFORMACIÓN	MILITANTE POLÍTICO	LIBERAL				5.067365	-73.87963
825750	17042	ANSERMA	CALDAS	1947	09	04	870500	HOMBRE		SIN INFORMACIÓN	CIVIL	MILITANTE POLÍTICO	LIBERAL				5.236471	-75.784343
825750	17042	ANSERMA	CALDAS	1947	09	04	870501	SIN INFORMACION		SIN INFORMACIÓN	SIN INFORMACIÓN	MILITANTE POLÍTICO	LIBERAL				5.236471	-75.784343
825750	17042	ANSERMA	CALDAS	1947	09	04	870502	SIN INFORMACION		SIN INFORMACIÓN	SIN INFORMACIÓN	MILITANTE POLÍTICO	LIBERAL				5.236471	-75.784343
825750	17042	ANSERMA	CALDAS	1947	09	04	870503	SIN INFORMACION		SIN INFORMACIÓN	SIN INFORMACIÓN	MILITANTE POLÍTICO	LIBERAL				5.236471	-75.784343
825755	68432	MALAGA	SANTANDER	1947	09	11	870509	HOMBRE		SIN INFORMACIÓN	CIVIL	MILITANTE POLÍTICO	LIBERAL				6.703081	-72.732089
825755	68432	MALAGA	SANTANDER	1947	09	11	870510	HOMBRE		SIN INFORMACIÓN	CIVIL	MILITANTE POLÍTICO	LIBERAL				6.703081	-72.732089
825755	68432	MALAGA	SANTANDER	1947	09	11	870511	HOMBRE		SIN INFORMACIÓN	CIVIL	MILITANTE POLÍTICO	LIBERAL				6.703081	-72.732089
825755	68432	MALAGA	SANTANDER	1947	09	11	870512	MUJER		SIN INFORMACIÓN	CIVIL	MILITANTE POLÍTICO	LIBERAL				6.703081	-72.732089
732577	76147	CARTAGO	VALLE DEL CAUCA	1948	03	08	774684	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL		LIBERAL				4.70684716	-75.91790846
732577	76147	CARTAGO	VALLE DEL CAUCA	1948	03	08	774685	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL		LIBERAL				4.70684716	-75.91790846
732577	76147	CARTAGO	VALLE DEL CAUCA	1948	03	08	774686	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL		LIBERAL				4.70684716	-75.91790846
732577	76147	CARTAGO	VALLE DEL CAUCA	1948	03	08	774687	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL		LIBERAL				4.70684716	-75.91790846
732577	76147	CARTAGO	VALLE DEL CAUCA	1948	03	08	774688	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL		LIBERAL				4.70684716	-75.91790846
732594	25653	SAN CAYETANO	CUNDINAMARCA	1948	03	06	774707	HOMBRE	NINGÚN GRUPO ÉTNICO	FUNCIONARIO PÚBLICO	CIVIL	CONCEJAL	LIBERAL				5.407562058	-74.09125428
732594	25653	SAN CAYETANO	CUNDINAMARCA	1948	03	06	774708	MUJER	NINGÚN GRUPO ÉTNICO	TRABAJO SIN ESPECIFICAR	CIVIL	FAMILIAR DE PERSONA VULNERABLE					5.407562058	-74.09125428
732594	25653	SAN CAYETANO	CUNDINAMARCA	1948	03	06	774710	MUJER	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL	FAMILIAR DE PERSONA VULNERABLE				ADOLESCENCIA (12-17 AÑOS)	5.407562058	-74.09125428
732594	25653	SAN CAYETANO	CUNDINAMARCA	1948	03	06	774712	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL	FAMILIAR DE PERSONA VULNERABLE				INFANCIA (6-11 AÑOS)	5.407562058	-74.09125428
732594	25653	SAN CAYETANO	CUNDINAMARCA	1948	03	06	774713	HOMBRE	NINGÚN GRUPO ÉTNICO	TRABAJADOR DE FINCA	CIVIL						5.407562058	-74.09125428
732594	25653	SAN CAYETANO	CUNDINAMARCA	1948	03	06	774714	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	CIVIL	FAMILIAR DE PERSONA VULNERABLE				INFANCIA (6-11 AÑOS)	5.407562058	-74.09125428
732598	17042	ANSERMA	CALDAS	1948	03	07	774717	HOMBRE	NINGÚN GRUPO ÉTNICO	TRABAJO SIN ESPECIFICAR	CIVIL		LIBERAL				5.236471	-75.784343
732598	17042	ANSERMA	CALDAS	1948	03	07	774718	HOMBRE	NINGÚN GRUPO ÉTNICO	TRABAJO SIN ESPECIFICAR	CIVIL		LIBERAL				5.236471	-75.784343
732598	17042	ANSERMA	CALDAS	1948	03	07	774719	MUJER	NINGÚN GRUPO ÉTNICO	TRABAJO SIN ESPECIFICAR	CIVIL						5.236471	-75.784343
732598	17042	ANSERMA	CALDAS	1948	03	07	774720	MUJER	NINGÚN GRUPO ÉTNICO	TRABAJO SIN ESPECIFICAR	CIVIL						5.236471	-75.784343
732598	17042	ANSERMA	CALDAS	1948	03	07	774721	MUJER	NINGÚN GRUPO ÉTNICO	NO APLICA	CIVIL						5.236471	-75.784343
732616	25653	SAN CAYETANO	CUNDINAMARCA	1948	03	00	774743	HOMBRE		TRABAJO SIN ESPECIFICAR	CIVIL	MILITANTE POLÍTICO	LIBERAL				5.314600423	-74.07232077
732616	25653	SAN CAYETANO	CUNDINAMARCA	1948	03	00	774744	MUJER		TRABAJO SIN ESPECIFICAR	CIVIL	FAMILIAR DE PERSONA VULNERABLE				ADOLESCENCIA (12-17 AÑOS)	5.314600423	-74.07232077
732616	25653	SAN CAYETANO	CUNDINAMARCA	1948	03	00	774745	MUJER			CIVIL	FAMILIAR DE PERSONA VULNERABLE				INFANCIA (6-11 AÑOS)	5.314600423	-74.07232077
732616	25653	SAN CAYETANO	CUNDINAMARCA	1948	03	00	774746	MUJER		TRABAJO SIN ESPECIFICAR	CIVIL	FAMILIAR DE PERSONA VULNERABLE				JUVENTUD (18-28 AÑOS)	5.314600423	-74.07232077
732616	25653	SAN CAYETANO	CUNDINAMARCA	1948	03	00	774747	HOMBRE		TRABAJO SIN ESPECIFICAR	CIVIL	FAMILIAR DE PERSONA VULNERABLE				INFANCIA (6-11 AÑOS)	5.314600423	-74.07232077
732630	66001	PEREIRA	RISARALDA	1948	02	07	774789	HOMBRE		SIN INFORMACIÓN	CIVIL						4.803662773	-75.79579093
732630	66001	PEREIRA	RISARALDA	1948	02	07	774790	HOMBRE		SIN INFORMACIÓN	CIVIL						4.803662773	-75.79579093
732630	66001	PEREIRA	RISARALDA	1948	02	07	774791	HOMBRE		SIN INFORMACIÓN	CIVIL						4.803662773	-75.79579093
732630	66001	PEREIRA	RISARALDA	1948	02	07	774792	HOMBRE		SIN INFORMACIÓN	CIVIL						4.803662773	-75.79579093
732630	66001	PEREIRA	RISARALDA	1948	02	07	774793	HOMBRE		SIN INFORMACIÓN	CIVIL						4.803662773	-75.79579093
732630	66001	PEREIRA	RISARALDA	1948	02	07	774794	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						4.803662773	-75.79579093
732630	66001	PEREIRA	RISARALDA	1948	02	07	774795	SIN INFORMACION		SIN INFORMACIÓN	CIVIL						4.803662773	-75.79579093
732650	68368	JESUS MARIA	SANTANDER	1948	01	13	774829	SIN INFORMACION		CAMPESINO	CIVIL	MILITANTE POLÍTICO	LIBERAL				5.872705896	-73.78997419
732650	68368	JESUS MARIA	SANTANDER	1948	01	13	774830	SIN INFORMACION		CAMPESINO	CIVIL	MILITANTE POLÍTICO	LIBERAL				5.872705896	-73.78997419
732650	68368	JESUS MARIA	SANTANDER	1948	01	13	774832	SIN INFORMACION		CAMPESINO	CIVIL	MILITANTE POLÍTICO	LIBERAL				5.872705896	-73.78997419
732650	68368	JESUS MARIA	SANTANDER	1948	01	13	774834	SIN INFORMACION		CAMPESINO	CIVIL	MILITANTE POLÍTICO	LIBERAL				5.872705896	-73.78997419
732699	68001	BUCARAMANGA	SANTANDER	1948	03	17	774882	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	TRABAJO SIN ESPECIFICAR	SIN INFORMACIÓN						7.116381	-73.132582
732699	68001	BUCARAMANGA	SANTANDER	1948	03	17	774883	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	TRABAJO SIN ESPECIFICAR	SIN INFORMACIÓN						7.116381	-73.132582
732699	68001	BUCARAMANGA	SANTANDER	1948	03	17	774884	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	TRABAJO SIN ESPECIFICAR	SIN INFORMACIÓN						7.116381	-73.132582
732699	68001	BUCARAMANGA	SANTANDER	1948	03	17	774885	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	TRABAJO SIN ESPECIFICAR	SIN INFORMACIÓN						7.116381	-73.132582
732699	68001	BUCARAMANGA	SANTANDER	1948	03	17	774886	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	TRABAJO SIN ESPECIFICAR	SIN INFORMACIÓN						7.116381	-73.132582
732731	68276	FLORIDABLANCA	SANTANDER	1948	03	19	774923	HOMBRE	NINGÚN GRUPO ÉTNICO	TRABAJO SIN ESPECIFICAR	SIN INFORMACIÓN		LIBERAL				7.072385	-73.098991
732731	68276	FLORIDABLANCA	SANTANDER	1948	03	19	774924	HOMBRE	NINGÚN GRUPO ÉTNICO	TRABAJO SIN ESPECIFICAR	SIN INFORMACIÓN		LIBERAL				7.072385	-73.098991
732731	68276	FLORIDABLANCA	SANTANDER	1948	03	19	774926	HOMBRE	NINGÚN GRUPO ÉTNICO	TRABAJO SIN ESPECIFICAR	SIN INFORMACIÓN		LIBERAL				7.072385	-73.098991
732731	68276	FLORIDABLANCA	SANTANDER	1948	03	19	774927	HOMBRE	NINGÚN GRUPO ÉTNICO	TRABAJO SIN ESPECIFICAR	SIN INFORMACIÓN		LIBERAL				7.072385	-73.098991
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775129	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775130	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775131	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775132	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775133	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775134	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775135	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775136	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775137	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775138	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775139	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775140	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775141	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775142	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775143	SIN INFORMACION	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732857	70000	SIN INFORMACION	SUCRE	1948	03	19	775144	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						9.064941448	-75.10981755
732860	68669	SAN ANDRES	SANTANDER	1948	03	00	775147	SIN INFORMACION		CAMPESINO	CIVIL		LIBERAL				6.796483063	-72.81613202
732860	68669	SAN ANDRES	SANTANDER	1948	03	00	775150	SIN INFORMACION		CAMPESINO	CIVIL		LIBERAL				6.796483063	-72.81613202
732860	68669	SAN ANDRES	SANTANDER	1948	03	00	775151	SIN INFORMACION		CAMPESINO	CIVIL		LIBERAL				6.796483063	-72.81613202
732860	68669	SAN ANDRES	SANTANDER	1948	03	00	775153	SIN INFORMACION		CAMPESINO	CIVIL		LIBERAL				6.796483063	-72.81613202
732860	68669	SAN ANDRES	SANTANDER	1948	03	00	775157	SIN INFORMACION		CAMPESINO	CIVIL		LIBERAL				6.796483063	-72.81613202
732860	68669	SAN ANDRES	SANTANDER	1948	03	00	775159	SIN INFORMACION		CAMPESINO	CIVIL		LIBERAL				6.796483063	-72.81613202
732860	68669	SAN ANDRES	SANTANDER	1948	03	00	775162	SIN INFORMACION		CAMPESINO	CIVIL		LIBERAL				6.796483063	-72.81613202
732860	68669	SAN ANDRES	SANTANDER	1948	03	00	775163	SIN INFORMACION		CAMPESINO	CIVIL		LIBERAL				6.796483063	-72.81613202
732860	68669	SAN ANDRES	SANTANDER	1948	03	00	775164	SIN INFORMACION		CAMPESINO	CIVIL		LIBERAL				6.796483063	-72.81613202
732860	68669	SAN ANDRES	SANTANDER	1948	03	00	775165	SIN INFORMACION		CAMPESINO	CIVIL		LIBERAL				6.796483063	-72.81613202
732886	68001	BUCARAMANGA	SANTANDER	1948	01	19	775211	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN		LIBERAL				7.116381	-73.132582
732886	68001	BUCARAMANGA	SANTANDER	1948	01	19	775212	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN		LIBERAL				7.116381	-73.132582
732886	68001	BUCARAMANGA	SANTANDER	1948	01	19	775213	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN		LIBERAL				7.116381	-73.132582
732886	68001	BUCARAMANGA	SANTANDER	1948	01	19	775214	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN		LIBERAL				7.116381	-73.132582
732886	68001	BUCARAMANGA	SANTANDER	1948	01	19	775215	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN		LIBERAL				7.116381	-73.132582
732901	66594	QUINCHIA	RISARALDA	1948	03	28	775227	SIN INFORMACION		SIN INFORMACIÓN	CIVIL		LIBERAL				5.323906864	-75.71339683
732901	66594	QUINCHIA	RISARALDA	1948	03	28	775228	SIN INFORMACION		SIN INFORMACIÓN	CIVIL		LIBERAL				5.323906864	-75.71339683
732901	66594	QUINCHIA	RISARALDA	1948	03	28	775229	SIN INFORMACION		SIN INFORMACIÓN	CIVIL		LIBERAL				5.323906864	-75.71339683
732901	66594	QUINCHIA	RISARALDA	1948	03	28	775230	SIN INFORMACION		SIN INFORMACIÓN	CIVIL		LIBERAL				5.323906864	-75.71339683
732901	66594	QUINCHIA	RISARALDA	1948	03	28	775231	SIN INFORMACION		SIN INFORMACIÓN	CIVIL		LIBERAL				5.323906864	-75.71339683
743235	73001	IBAGUE	TOLIMA	1948	04	09	785983	HOMBRE	NINGÚN GRUPO ÉTNICO	SIN INFORMACIÓN	SIN INFORMACIÓN						4.451921427	-75.252591
743235	73001	IBAGUE	TOLIMA	1948	04	09	785984	SIN INFORMACION	NINGÚN GRUPO ÉTNICO		CIVIL						4.451921427	-75.252591
743235	73001	IBAGUE	TOLIMA	1948	04	09	785987	SIN INFORMACION	NINGÚN GRUPO ÉTNICO		CIVIL						4.451921427	-75.252591
743235	73001	IBAGUE	TOLIMA	1948	04	09	785989	SIN INFORMACION	NINGÚN GRUPO ÉTNICO		CIVIL						4.451921427	-75.252591
743235	73001	IBAGUE	TOLIMA	1948	04	09	785990	SIN INFORMACION	NINGÚN GRUPO ÉTNICO		CIVIL						4.451921427	-75.252591
743235	73001	IBAGUE	TOLIMA	1948	04	09	785991	SIN INFORMACION	NINGÚN GRUPO ÉTNICO		CIVIL						4.451921427	-75.252591
743235	73001	IBAGUE	TOLIMA	1948	04	09	785992	SIN INFORMACION	NINGÚN GRUPO ÉTNICO		CIVIL						4.451921427	-75.252591
743235	73001	IBAGUE	TOLIMA	1948	04	09	785993	SIN INFORMACION	NINGÚN GRUPO ÉTNICO		CIVIL						4.451921427	-75.252591
743235	73001	IBAGUE	TOLIMA	1948	04	09	785994	SIN INFORMACION	NINGÚN GRUPO ÉTNICO		CIVIL						4.451921427	-75.252591
743235	73001	IBAGUE	TOLIMA	1948	04	09	785995	SIN INFORMACION	NINGÚN GRUPO ÉTNICO		CIVIL						4.451921427	-75.252591
743235	73001	IBAGUE	TOLIMA	1948	04	09	785996	SIN INFORMACION	NINGÚN GRUPO ÉTNICO		CIVIL						4.451921427	-75.252591
743235	73001	IBAGUE	TOLIMA	1948	04	09	785997	SIN INFORMACION	NINGÚN GRUPO ÉTNICO		CIVIL						4.451921427	-75.252591
743235	73001	IBAGUE	TOLIMA	1948	04	09	785998	SIN INFORMACION	NINGÚN GRUPO ÉTNICO		CIVIL						4.451921427	-75.252591
